name,brand,collection,price_category,gender,movement,case_material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sara,Atelik Altn,92.000₺,L4.512.2.37.8,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,29,Kaaak (<36mm),Orta Prestij
PR 100,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Krokodil,14.690₺,T150.410.16.031.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Everytime,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,15.590₺,T143.210.11.041.00,1853,FALSE,160,Yazme (50m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
Flamingo,Tissot,T-Lady Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,19.190₺,T094.210.11.116.02,1853,FALSE,23,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Giriş Seviyesi
Seastar 1000,Tissot,T-Sport Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,21.890₺,T120.210.11.041.00,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,36,Orta (36-40mm),Giriş Seviyesi
Riviera,Baume & Mercier,Riviera,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Yeayil,Kauasuk,120.200₺,10763,1830,FALSE,45,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Everytime,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,15.590₺,T143.410.11.041.00,1853,FALSE,160,Yazme (50m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Everytime,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Yeayil,Paslanmaz Atelik,17.990₺,T143.410.33.091.00,1853,FALSE,160,Yazme (50m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,15.890₺,T150.210.11.041.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
PR 100 Sport Gent,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Paslanmaz Atelik,19.190₺,T101.610.11.051.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,42,Bayak (40-44mm),Giriş Seviyesi
PRX,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Pembe,Paslanmaz Atelik,20.090₺,T137.210.11.331.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,35,Kaaak (<36mm),Giriş Seviyesi
PRX Powermatic 80 Damian Lillard,Tissot,T-Classic Collection,Budget,Erkek,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Siyah,Atelik Altn,43.770₺,T137.407.33.051.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Seastar 1000 Powermatic 80,Tissot,T-Sport Collection,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Kauasuk,41.080₺,T120.407.17.041.00,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Giriş Seviyesi
T-Race Chronograph,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Paslanmaz Atelik,30.580₺,T141.417.11.051.01,1853,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
Tradition,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Krokodil,16.790₺,T063.610.16.038.00,1853,FALSE,160,Ganlak Kullanam (30m),Ekonomik,42,Bayak (40-44mm),Giriş Seviyesi
Aluminium,Bvlgari,Aluminium,Mid-Range,Erkek,Otomatik,Alaminyum,Other,100m,Water Resistant,Italy,140,Premium Collection,5 Yıl,50 Saat,Mavi,Kauasuk,173.000₺,103554,1884,FALSE,11,Snorkeling (100m),Orta Segment,40,Orta (36-40mm),Atok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,Luxury,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Italy,140,Luxury Collection,5 Yıl,,Yeayil,Atelik Altn,433.000₺,103202,1884,FALSE,14,Ganlak Kullanam (30m),Laks,33,Kaaak (<36mm),Atok Prestijli
Classic Fusion Racing Grey Titanium,Hublot,Classic Fusion,Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Gri,Krokodil,395.200₺,511.NX.7071.LR,1980,FALSE,45,Yazme (50m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,Ultra-Luxury,Erkek,Otomatik,Altan,Gold,50m,Water Resistant,Italy,140,Luxury Collection,5 Yıl,42 Saat,Siyah,Krokodil,639.000₺,103967,1884,FALSE,14,Yazme (50m),Laks,38,Orta (36-40mm),Atok Prestijli
Big Bang One Click King Gold Diamonds,Hublot,Big Bang,Ultra-Luxury,Unisex,Otomatik,Pembe Altan,Gold,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,50 Saat,Siyah,Kauasuk,1.450.800₺,465.OX.1180.RX.1204,1980,FALSE,43,Snorkeling (100m),Ultra Laks,39,Orta (36-40mm),Atok Prestijli
Big Bang One Click King Gold White Diamonds,Hublot,Big Bang,Ultra-Luxury,Women,Otomatik,Pembe Altan,Gold,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,40 Saat,Beyaz,Kauasuk,1.294.800₺,485.OE.2210.RW.1204,1980,FALSE,43,Snorkeling (100m),Ultra Laks,33,Kaaak (<36mm),Atok Prestijli
Classic Fusion Ceramic Blue,Hublot,Classic Fusion,Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,483.600₺,542.CM.7170.LR,1980,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Classic Fusion Chronograph,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Titanyum,592.800₺,540.NX.1170.NX,1980,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Luminor Marina,Panerai,Luminor,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Beyaz,Paslanmaz Atelik,464.200₺,PAM01564,1860,FALSE,37,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Classic Fusion Ceramic King Gold,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Kauasuk,670.800₺,511.CO.1181.RX,1980,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Chronograph Titanium Opalin,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Beyaz,Krokodil,551.200₺,521.NX.2611.LR,1980,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Orlinski King Gold White Alternative Pavé,Hublot,Classic Fusion,Ultra-Luxury,Unisex,Otomatik,Pembe Altan,Gold,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Beyaz,Kauasuk,1.528.800₺,550.OS.2200.RW.1804.ORL20,1980,TRUE,45,Yazme (50m),Ultra Laks,40,Orta (36-40mm),Atok Prestijli
Submersible QuarantaQuattro Grigio Roccia,Panerai,Submersible,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Gri,Tekstil,564.700₺,PAM01288,1860,FALSE,21,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Classic Fusion Orlinski Titanium Alternative Pavé,Hublot,Classic Fusion,Ultra-Luxury,Unisex,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Kauasuk,982.800₺,550.NS.1800.RX.1804.ORL19,1980,FALSE,45,Yazme (50m),Ultra Laks,40,Orta (36-40mm),Atok Prestijli
Classic Fusion King Gold,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Seramik,863.200₺,510.CO.1180.CO,1980,FALSE,45,Yazme (50m),Ultra Laks,45,Atok Bayak (>44mm),Atok Prestijli
Luminor Perpetual Calendar GMT Goldtech™,Panerai,Luminor,Ultra-Luxury,Erkek,Otomatik,Pembe Altan,Gold,50m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Mavi,Krokodil,2.532.100₺,PAM00742,1860,TRUE,37,Yazme (50m),Ultra Laks,44,Bayak (40-44mm),Atok Prestijli
Classic Fusion Chronograph,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Atelik Altn,Gold,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Kauasuk,722.800₺,541.NO.1181.RX,1980,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Luminor Quaranta BiTempo,Panerai,Luminor,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Siyah,Krokodil,445.100₺,PAM01365,1860,FALSE,37,Snorkeling (100m),Laks,40,Orta (36-40mm),Atok Prestijli
Classic Fusion Titanium,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Gri,Krokodil,551.200₺,541.NX.7070.LR,1980,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Seamaster Planet Ocean 600M,Omega,Seamaster,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,600m,Professional Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Kauasuk,680.900₺,215.92.46.51.01.003,1848,FALSE,59,Daiyer,Laks,46,Atok Bayak (>44mm),Atok Prestijli
Aquaracer Professional 200 Solargraph,Tag Heuer,Aquaracer,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,119.600₺,WBP1315.BA0005,,FALSE,50,Dalaay (200m),Orta Segment,34,Kaaak (<36mm),Prestijli
Carrera Chronograph Skipper,Tag Heuer,Carrera,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Mavi,Tekstil,358.800₺,CBS2213.FN6002,,FALSE,35,Snorkeling (100m),Premium,39,Orta (36-40mm),Prestijli
Carrera Chronograph,Tag Heuer,Carrera,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Yeayil,Paslanmaz Atelik,348.400₺,CBN2A1N.BA0643,,FALSE,35,Snorkeling (100m),Premium,44,Bayak (40-44mm),Prestijli
Seastar 1000 Powermatic 80,Tissot,T-Sport Collection,Budget,Erkek,Otomatik,Atelik Altn,Gold,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gri,Atelik Altn,41.980₺,T120.807.22.051.00,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Seastar 1000 GMT,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Paslanmaz Atelik,25.490₺,T120.852.11.051.00,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Big Bang Unico Titanium Ceramic,Hublot,Big Bang,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Kauasuk,1.034.800₺,421.NM.1170.RX,1980,FALSE,43,Snorkeling (100m),Ultra Laks,44,Bayak (40-44mm),Atok Prestijli
Instruments BR 03-93 GMT,Bell & Ross,Instruments,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,42 Saat,Siyah,Deri,219.200₺,BR0393-BL-ST-SCA,,FALSE,8,Snorkeling (100m),Premium,42,Bayak (40-44mm),Prestijli
HydroConquest GMT,Longines,Diving,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Paslanmaz Atelik,156.000₺,L3.790.4.06.6,1832,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
P-Series Aka CCG,Sevenfriday,P-Series,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Yeayil,Silikon,115.400₺,SF-PS3/05,,FALSE,23,Snorkeling (100m),Orta Segment,47,Atok Bayak (>44mm),Giriş Seviyesi
T-Series,Sevenfriday,T-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Yeayil,Paslanmaz Atelik,81.100₺,SF-T1/06M,,FALSE,5,Ganlak Kullanam (30m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
PR516 Chronograph,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,26.390₺,T149.417.11.041.00,1853,FALSE,97,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
P-Series,Sevenfriday,P-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Gri,Deri,88.400₺,SF-PS1/01,,FALSE,23,Ganlak Kullanam (30m),Ekonomik,47,Atok Bayak (>44mm),Giriş Seviyesi
Classic Fusion Blue,Hublot,Classic Fusion,Luxury,Women,Pilli,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Mavi,Krokodil,312.000₺,581.NX.7170.LR,1980,FALSE,45,Yazme (50m),Premium,33,Kaaak (<36mm),Atok Prestijli
Lvcea,Bvlgari,Lvcea,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Italy,140,Luxury Collection,5 Yıl,42 Saat,Sedef,Krokodil,283.000₺,103478,1884,FALSE,10,Yazme (50m),Premium,33,Kaaak (<36mm),Atok Prestijli
M-Series,Sevenfriday,M-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Premium Collection,2 Yıl,40 Saat,Siyah,Deri,83.200₺,SF-M3/07,,FALSE,11,Ganlak Kullanam (30m),Ekonomik,47,Atok Bayak (>44mm),Giriş Seviyesi
P-Series,Sevenfriday,P-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Gri,Deri,91.500₺,SF-PS2/01,,FALSE,23,Ganlak Kullanam (30m),Orta Segment,47,Atok Bayak (>44mm),Giriş Seviyesi
Conquest,Longines,Performance,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Sedef,Kauasuk,208.000₺,L3.430.0.87.9,1832,FALSE,57,Snorkeling (100m),Premium,34,Kaaak (<36mm),Orta Prestij
P-Series Aka CCB,Sevenfriday,P-Series,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Mavi,Silikon,115.400₺,SF-PS3/04,,FALSE,23,Snorkeling (100m),Orta Segment,47,Atok Bayak (>44mm),Giriş Seviyesi
Monaco Chronograph,Tag Heuer,Monaco,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,80 Saat,Askelet,Kauasuk,546.000₺,CBL2183.FT6236,,FALSE,7,Snorkeling (100m),Laks,39,Orta (36-40mm),Prestijli
Chronomaster Sport,Zenith,Chronomaster,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,159,Ultra-Luxury Collection,2 Yıl,60 Saat,Yeayil,Paslanmaz Atelik,634.400₺,03.3119.3600/56.M3100,1865,FALSE,17,Snorkeling (100m),Laks,41,Bayak (40-44mm),Atok Prestijli
Avenger,Breitling,Avenger,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,38 Saat,Yeayil,Dana Derisi,228.800₺,A17328101L1X1,1884,FALSE,12,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Diver Chronograph,Ulysse Nardin,Diver,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,300m,Diving,Switzerland,178,Ultra-Luxury Collection,5 Yıl,48 Saat,Siyah,Kauasuk,733.200₺,1503-170-2A/3A,1846,FALSE,9,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Ultra Prestijli
P-Series,Sevenfriday,P-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Beyaz,Deri,82.200₺,SF-P1C/01,,FALSE,23,Ganlak Kullanam (30m),Ekonomik,47,Atok Bayak (>44mm),Giriş Seviyesi
P-Series,Sevenfriday,P-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Siyah,Paslanmaz Atelik,92.600₺,SF-P1B/01M,,FALSE,23,Ganlak Kullanam (30m),Orta Segment,47,Atok Bayak (>44mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,Budget,Women,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,17.990₺,T150.210.21.031.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
Le Locle Automatic Lady,Tissot,T-Classic Collection,Budget,Women,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,171,Entry Collection,2 Yıl,38 Saat,Gamaay,Paslanmaz Atelik,41.080₺,T41.2.183.16,1853,FALSE,160,Ganlak Kullanam (30m),Ekonomik,26,Kaaak (<36mm),Giriş Seviyesi
Le Locle Automatic Small Lady,Tissot,T-Classic Collection,Budget,Women,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,171,Entry Collection,2 Yıl,48 Saat,Gamaay,Atelik Altn,39.280₺,T41.2.183.33,1853,FALSE,160,Ganlak Kullanam (30m),Ekonomik,26,Kaaak (<36mm),Giriş Seviyesi
Clifton Moon Phase Date,Baume & Mercier,Clifton,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,120 Saat,Mavi,Paslanmaz Atelik,202.300₺,10725,1830,FALSE,16,Yazme (50m),Premium,42,Bayak (40-44mm),Orta Prestij
PR 100,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Paslanmaz Atelik,15.890₺,T150.410.11.051.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Atelik Altn,19.490₺,T150.410.22.041.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,15.890₺,T150.210.11.031.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
Riviera,Baume & Mercier,Riviera,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Yeayil,Kauasuk,103.600₺,10618,1830,FALSE,45,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
PR 100,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,15.890₺,T150.210.11.351.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,Budget,Women,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Azampanya,Atelik Altn,21.590₺,T150.210.33.021.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
PR 100 Sport Chic,Tissot,T-Classic Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,26.690₺,T101.910.11.116.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,36,Orta (36-40mm),Giriş Seviyesi
Supersport Chrono,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Kauasuk,25.190₺,T125.617.37.051.01,1853,FALSE,97,Snorkeling (100m),Ekonomik,46,Atok Bayak (>44mm),Giriş Seviyesi
HydroConquest GMT,Longines,Diving,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,156.000₺,L3.790.4.96.6,1832,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Superocean Heritage B20,Breitling,Superocean Heritage,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,2 Yıl,70 Saat,Yeayil,Kauasuk,262.600₺,AB2010121L1S1,1884,FALSE,29,Dalaay (200m),Premium,42,Bayak (40-44mm),Prestijli
Hampton,Baume & Mercier,Hampton,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,42 Saat,Gri,Krokodil,114.100₺,10528,1830,FALSE,16,Yazme (50m),Orta Segment,48,Atok Bayak (>44mm),Orta Prestij
Chemin Des Tourelles Squelette,Tissot,T-Classic Collection,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Bej,Deri,46.770₺,T139.836.16.261.00,1853,FALSE,160,Yazme (50m),Ekonomik,39,Orta (36-40mm),Giriş Seviyesi
Octo Roma Chronograph,Bvlgari,Octo,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,42 Saat,Mavi,Paslanmaz Atelik,408.000₺,103829,1884,FALSE,16,Snorkeling (100m),Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang Steel Diamonds,Hublot,Big Bang,Ultra-Luxury,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Siyah,Kauasuk,535.600₺,361.SX.1270.RX.1104,1980,FALSE,43,Snorkeling (100m),Laks,38,Orta (36-40mm),Atok Prestijli
Classic Fusion Ceramic Blue,Hublot,Classic Fusion,Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,483.600₺,511.CM.7170.LR,1980,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Chronograph Titanium Blue,Hublot,Classic Fusion,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,551.200₺,521.NX.7170.LR,1980,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Titanium,Hublot,Classic Fusion,Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Krokodil,395.200₺,511.NX.1171.LR,1980,FALSE,45,Yazme (50m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
