name,brand,collection,price,price_category,gender,movement,case material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Riviera,Baume & Mercier,Riviera,103600,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Yeayil,Kauasuk,Riviera,103.600₺,10618,1830,126401.04,120200,54582.965,96,-0.1803865,0.28473055,-0.4459671,FALSE,45,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
PR 100,Tissot,T-Classic Collection,15890,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Paslanmaz Atelik,PR 100,15.890₺,T150.210.11.351.00,1853,30113.854,26090,13456.789,288,-0.4723359,0.011976048,-0.60468984,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,21590,Budget,Women,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Azampanya,Atelik Altn,PR 100,21.590₺,T150.210.33.021.00,1853,30113.854,26090,13456.789,288,-0.28305423,0.055988025,-0.59437495,FALSE,160,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
PR 100 Sport Chic,Tissot,T-Classic Collection,26690,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,PR 100 Sport Chic,26.690₺,T101.910.11.116.00,1853,30113.854,26090,13456.789,288,-0.11369698,0.091916166,-0.58514583,FALSE,160,Snorkeling (100m),Ekonomik,36,Orta (36-40mm),Giriş Seviyesi
Supersport Chrono,Tissot,T-Sport Collection,25190,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Kauasuk,Supersport Chrono,25.190₺,T125.617.37.051.01,1853,30113.854,26090,13456.789,288,-0.16350794,0.08173653,-0.5878603,FALSE,97,Snorkeling (100m),Ekonomik,46,Atok Bayak (>44mm),Giriş Seviyesi
HydroConquest GMT,Longines,Diving,156000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,HydroConquest GMT,156.000₺,L3.790.4.96.6,1832,134676.78,131000,52081.965,267,0.15832886,0.44880238,-0.35114244,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Superocean Heritage B20,Breitling,Superocean Heritage,262600,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,2 Yıl,70 Saat,Yeayil,Kauasuk,Superocean Heritage B20,262.600₺,AB2010121L1S1,1884,344131.2,317200,114878.734,125,-0.23691894,0.61916167,-0.15823576,FALSE,29,Dalaay (200m),Premium,42,Bayak (40-44mm),Prestijli
Hampton,Baume & Mercier,Hampton,114100,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,42 Saat,Gri,Krokodil,Hampton,114.100₺,10528,1830,126401.04,120200,54582.965,96,-0.09731757,0.31796408,-0.42696598,FALSE,16,Yazme (50m),Orta Segment,48,Atok Bayak (>44mm),Orta Prestij
Chemin Des Tourelles Squelette,Tissot,T-Classic Collection,46770,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Bej,Deri,Chemin Des Tourelles Squelette,46.770₺,T139.836.16.261.00,1853,30113.854,26090,13456.789,288,0.5531058,0.16077845,-0.54880846,FALSE,160,Yazme (50m),Ekonomik,39,Orta (36-40mm),Giriş Seviyesi
Octo Roma Chronograph,Bvlgari,Octo,408000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,42 Saat,Mavi,Paslanmaz Atelik,Octo Roma Chronograph,408.000₺,103829,1884,514079.38,416000,402732.22,63,-0.20634823,0.7511976,0.10488461,FALSE,16,Snorkeling (100m),Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang Steel Diamonds,Hublot,Big Bang,535600,Ultra-Luxury,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Siyah,Kauasuk,Big Bang Steel Diamonds,535.600₺,361.SX.1270.RX.1104,1980,842739.1,681200,419912.2,92,-0.36445338,0.8341317,0.33579355,FALSE,43,Snorkeling (100m),Laks,38,Orta (36-40mm),Atok Prestijli
Classic Fusion Ceramic Blue,Hublot,Classic Fusion,483600,Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,Classic Fusion Ceramic Blue,483.600₺,511.CM.7170.LR,1980,842739.1,681200,419912.2,92,-0.42615694,0.805988,0.24169272,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Chronograph Titanium Blue,Hublot,Classic Fusion,551200,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,Classic Fusion Chronograph Titanium Blue,551.200₺,521.NX.7170.LR,1980,842739.1,681200,419912.2,92,-0.34594232,0.84161675,0.36402377,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Titanium,Hublot,Classic Fusion,395200,Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Krokodil,Classic Fusion Titanium,395.200₺,511.NX.1171.LR,1980,842739.1,681200,419912.2,92,-0.531053,0.74041915,0.08172133,FALSE,45,Yazme (50m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
Big Bang,Hublot,Big Bang,1.5652e+06,Ultra-Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Leopar,Kauasuk,Big Bang,1.565.200₺,341.CW.7719.NR.1977,1980,842739.1,681200,419912.2,92,0.857277,0.9745509,2.1989899,TRUE,43,Snorkeling (100m),Ultra Laks,41,Bayak (40-44mm),Atok Prestijli
Conquest,Longines,Performance,136000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Sedef,Paslanmaz Atelik,Conquest,136.000₺,L3.430.4.87.6,1832,134676.78,131000,52081.965,267,0.009825161,0.398503,-0.38733506,FALSE,57,Snorkeling (100m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Laureato,Girard-Perregaux,Laureato,1.0972e+06,Ultra-Luxury,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,233,Ultra-Luxury Collection,2 Yıl,,Gamaay,Atelik Altn,Laureato,1.097.200₺,80189D56A132-56A,1791,1.41882e+06,1.0842e+06,956801.9,20,-0.22668132,0.94041914,1.3520824,FALSE,17,Ganlak Kullanam (30m),Ultra Laks,34,Kaaak (<36mm),Ultra Prestijli
HydroConquest GMT,Longines,Diving,145000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Kauasuk,HydroConquest GMT,145.000₺,L3.790.4.56.9,1832,134676.78,131000,52081.965,267,0.07665183,0.4185629,-0.3710484,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Seamaster Aqua Terra 150M,Omega,Seamaster,355000,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Mavi,Paslanmaz Atelik,Seamaster Aqua Terra 150M,355.000₺,220.10.38.20.03.004,1848,513525.72,401600,458838.5,140,-0.30870062,0.71107787,0.008974156,FALSE,59,Yazme (50m),Premium,38,Orta (36-40mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,103600,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Mavi,Kauasuk,Riviera,103.600₺,10619,1830,126401.04,120200,54582.965,96,-0.1803865,0.28473055,-0.4459671,FALSE,45,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquaracer Professional 200 Solargraph,Tag Heuer,Aquaracer,130000,Mid-Range,Erkek,Pilli,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Aquaracer Professional 200 Solargraph,130.000₺,WBP1113.BA0000,,219025.56,179400,138288.27,133,-0.40646198,0.3706587,-0.39819285,FALSE,50,Dalaay (200m),Orta Segment,40,Orta (36-40mm),Prestijli
Seastar 1000 Powermatic 80,Tissot,T-Sport Collection,42880,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gri,Paslanmaz Atelik,Seastar 1000 Powermatic 80,42.880₺,T120.407.11.081.01,1853,30113.854,26090,13456.789,288,0.42392933,0.14610778,-0.55584794,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Giriş Seviyesi
Seastar 1000 Powermatic 80,Tissot,T-Sport Collection,42880,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Paslanmaz Atelik,Seastar 1000 Powermatic 80,42.880₺,T120.407.11.041.03,1853,30113.854,26090,13456.789,288,0.42392933,0.14610778,-0.55584794,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Giriş Seviyesi
Laureato Absolute 8Tech,Girard-Perregaux,Laureato,1.4924e+06,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,233,Ultra-Luxury Collection,2 Yıl,46 Saat,Gri,Kauasuk,Laureato Absolute 8Tech,1.492.400₺,81060-41-3222-1CX,1791,1.41882e+06,1.0842e+06,956801.9,20,0.051859997,0.9697605,2.0672486,TRUE,17,Snorkeling (100m),Ultra Laks,44,Bayak (40-44mm),Ultra Prestijli
Hampton,Baume & Mercier,Hampton,80200,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Hampton,80.200₺,10754,1830,126401.04,120200,54582.965,96,-0.36551157,0.2281437,-0.48831248,FALSE,16,Yazme (50m),Ekonomik,43,Bayak (40-44mm),Orta Prestij
Defy Skyline,Zenith,Defy,692600,Ultra-Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,159,Ultra-Luxury Collection,2 Yıl,50 Saat,Mavi,Paslanmaz Atelik,Defy Skyline,692.600₺,16.9400.670/51.I001,1865,899523.5,634400,777656.8,34,-0.23003681,0.88652694,0.61990565,FALSE,12,Snorkeling (100m),Laks,36,Orta (36-40mm),Atok Prestijli
Chronomaster Sport,Zenith,Chronomaster,634400,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,159,Ultra-Luxury Collection,2 Yıl,60 Saat,Beyaz,Paslanmaz Atelik,Chronomaster Sport,634.400₺,03.3100.3600/69.M3100,1865,899523.5,634400,777656.8,34,-0.29473773,0.8712575,0.5145851,FALSE,17,Snorkeling (100m),Laks,41,Bayak (40-44mm),Atok Prestijli
Defy Skyline,Zenith,Defy,517900,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,159,Ultra-Luxury Collection,2 Yıl,60 Saat,Mavi,Paslanmaz Atelik,Defy Skyline,517.900₺,03.9300.3620/51.I001,1865,899523.5,634400,777656.8,34,-0.42425075,0.8254491,0.30376306,FALSE,12,Snorkeling (100m),Laks,41,Bayak (40-44mm),Atok Prestijli
Speedmaster Super Racing,Omega,Speedmaster,593600,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Paslanmaz Atelik,Speedmaster Super Racing,593.600₺,329.30.44.51.01.003,1848,513525.72,401600,458838.5,140,0.15593043,0.8562874,0.44075215,FALSE,25,Yazme (50m),Laks,44.25,Atok Bayak (>44mm),Atok Prestijli
Carrera Chronograph,Tag Heuer,Carrera,348400,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Yeayil,Krokodil,Carrera Chronograph,348.400₺,CBS2211.FC6545,,219025.56,179400,138288.27,133,0.5906819,0.70628744,-0.00296941,FALSE,35,Snorkeling (100m),Premium,39,Orta (36-40mm),Prestijli
Avenger B01 Chronograph,Breitling,Avenger,343200,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Mavi,Dana Derisi,Avenger B01 Chronograph,343.200₺,AB0147101C1X1,1884,344131.2,317200,114878.734,125,-0.002705945,0.6997006,-0.012379492,FALSE,12,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Prestijli
Avenger,Breitling,Avenger,244400,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,Avenger,244.400₺,A17328101C1A1,1884,344131.2,317200,114878.734,125,-0.28980574,0.5958084,-0.19117105,FALSE,12,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Octo Roma,Bvlgari,Octo,408000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,42 Saat,Siyah,Paslanmaz Atelik,Octo Roma,408.000₺,103471,1884,514079.38,416000,402732.22,63,-0.20634823,0.7511976,0.10488461,FALSE,16,Snorkeling (100m),Laks,42,Bayak (40-44mm),Atok Prestijli
Chronomat,Breitling,Chronomat,400400,Luxury,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,140,Luxury Collection,2 Yıl,,Beyaz,Paslanmaz Atelik,Chronomat,400.400₺,A77310591A1A1,1884,344131.2,317200,114878.734,125,0.16350973,0.7446108,0.09113141,FALSE,19,Snorkeling (100m),Premium,32,Kaaak (<36mm),Prestijli
Instruments BR 03 Blue Steel,Bell & Ross,Instruments,180200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,54 Saat,Mavi,Dana Derisi,Instruments BR 03 Blue Steel,180.200₺,BR03A-BLU-ST/SCA,,319280,287100,120730.07,30,-0.4356051,0.51317364,-0.30734938,FALSE,8,Snorkeling (100m),Premium,41,Bayak (40-44mm),Prestijli
Octo Finissimo,Bvlgari,Octo,618000,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,60 Saat,Mavi,Paslanmaz Atelik,Octo Finissimo,618.000₺,103431,1884,514079.38,416000,402732.22,63,0.202149,0.8652695,0.48490715,FALSE,16,Snorkeling (100m),Laks,40,Orta (36-40mm),Atok Prestijli
Navitimer B01 Chronograph,Breitling,Navitimer,460200,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Yeayil,Krokodil,Navitimer B01 Chronograph,460.200₺,AB0137241L1P1,1884,344131.2,317200,114878.734,125,0.33728066,0.7805389,0.19934735,FALSE,22,Ganlak Kullanam (30m),Laks,46,Atok Bayak (>44mm),Prestijli
Endurance Pro,Breitling,Professional,174200,Mid-Range,Erkek,Pilli,Karbon,Carbon,100m,Water Resistant,Switzerland,140,Premium Collection,2 Yıl,,Siyah,Kauasuk,Endurance Pro,174.200₺,X82310A41B1S1,1884,344131.2,317200,114878.734,125,-0.49379772,0.5023952,-0.31820714,FALSE,15,Snorkeling (100m),Orta Segment,44,Bayak (40-44mm),Prestijli
Superocean Heritage B01 Chronograph,Breitling,Superocean Heritage,429000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Mavi,Paslanmaz Atelik,Superocean Heritage B01 Chronograph,429.000₺,AB0162121C1A1,1884,344131.2,317200,114878.734,125,0.24661757,0.7607784,0.14288686,FALSE,29,Dalaay (200m),Laks,44,Bayak (40-44mm),Prestijli
Octo Roma,Bvlgari,Octo,326000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,42 Saat,Mavi,"Kauasuk, Paslanmaz Atelik",Octo Roma,326.000₺,103739,1884,514079.38,416000,402732.22,63,-0.36585668,0.6823353,-0.043505147,FALSE,16,Snorkeling (100m),Premium,41,Bayak (40-44mm),Atok Prestijli
Aluminium Chronograph,Bvlgari,Aluminium,227000,Mid-Range,Erkek,Otomatik,Alaminyum,Other,100m,Water Resistant,Italy,140,Premium Collection,5 Yıl,42 Saat,Siyah,Kauasuk,Aluminium Chronograph,227.000₺,103868,1884,514079.38,416000,402732.22,63,-0.55843395,0.5736527,-0.22265863,FALSE,11,Snorkeling (100m),Premium,41,Bayak (40-44mm),Atok Prestijli
Octo Finissimo,Bvlgari,Octo,618000,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,60 Saat,Gri,Paslanmaz Atelik,Octo Finissimo,618.000₺,103464,1884,514079.38,416000,402732.22,63,0.202149,0.8652695,0.48490715,FALSE,16,Snorkeling (100m),Laks,40,Orta (36-40mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,162600,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Riviera,162.600₺,10765,1830,126401.04,120200,54582.965,96,0.2863818,0.4745509,-0.3391989,FALSE,45,Yazme (50m),Orta Segment,33,Kaaak (<36mm),Orta Prestij
Endeavour Tourbillon Concept Vantablack®,H. Moser & Cie.,Endeavour,4.056e+06,Ultra-Luxury,Erkek,Otomatik,Pembe Altan,Gold,30m,Splash Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,72 Saat,Siyah,Deri,Endeavour Tourbillon Concept Vantablack®,4.056.000₺,1804-0403,,2.2611332e+06,1.456e+06,1.553869e+06,24,0.7937907,0.99580836,6.706419,TRUE,7,Ganlak Kullanam (30m),Ultra Laks,40,Orta (36-40mm),Ultra Prestijli
Endeavour Perpetual Calendar,H. Moser & Cie.,Endeavour,2.9224e+06,Ultra-Luxury,Erkek,Elle Kurmala,Beyaz Altan,Gold,30m,Splash Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,168 Saat,Mavi,Deri,Endeavour Perpetual Calendar,2.922.400₺,1800-0204,,2.2611332e+06,1.456e+06,1.553869e+06,24,0.2924492,0.9922156,4.655021,TRUE,7,Ganlak Kullanam (30m),Ultra Laks,42,Bayak (40-44mm),Ultra Prestijli
Endeavour Centre Seconds Concept,H. Moser & Cie.,Endeavour,1.352e+06,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,72 Saat,Yeayil,Deri,Endeavour Centre Seconds Concept,1.352.000₺,1200-1233,,2.2611332e+06,1.456e+06,1.553869e+06,24,-0.40206975,0.96107787,1.8131764,FALSE,7,Ganlak Kullanam (30m),Ultra Laks,40,Orta (36-40mm),Ultra Prestijli
Classic Fusion Chronograph Titanium,Hublot,Classic Fusion,551200,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Siyah,Krokodil,Classic Fusion Chronograph Titanium,551.200₺,541.NX.1171.LR,1980,842739.1,681200,419912.2,92,-0.34594232,0.84161675,0.36402377,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang Unico King Gold Ceramic,Hublot,Big Bang,1.8148e+06,Ultra-Luxury,Erkek,Otomatik,Pembe Altan,Gold,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Kauasuk,Big Bang Unico King Gold Ceramic,1.814.800₺,441.OM.1180.RX,1980,842739.1,681200,419912.2,92,1.1534541,0.9775449,2.6506736,TRUE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang Integral,Hublot,Big Bang,1.352e+06,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Seramik,Big Bang Integral,1.352.000₺,451.FX.6923.FX,1980,842739.1,681200,419912.2,92,0.6042924,0.96107787,1.8131764,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang,Hublot,Big Bang,1.4352e+06,Ultra-Luxury,Women,Pilli,Pembe Altan,Gold,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Mavi,Krokodil,Big Bang,1.435.200₺,361.PX.7180.LR.1204,1980,842739.1,681200,419912.2,92,0.7030181,0.96467066,1.9637377,FALSE,43,Snorkeling (100m),Ultra Laks,38,Orta (36-40mm),Atok Prestijli
Classic Fusion Racing,Hublot,Classic Fusion,312000,Luxury,Women,Pilli,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Gri,Krokodil,Classic Fusion Racing,312.000₺,581.NX.7071.LR,1980,842739.1,681200,419912.2,92,-0.6297787,0.6679641,-0.06883998,FALSE,45,Yazme (50m),Premium,33,Kaaak (<36mm),Atok Prestijli
Classic Fusion Racing Grey Titanium,Hublot,Classic Fusion,374400,Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Gri,Kauasuk,Classic Fusion Racing Grey Titanium,374.400₺,542.NX.7071.RX,1980,842739.1,681200,419912.2,92,-0.5557344,0.7245509,0.044081,FALSE,45,Yazme (50m),Premium,42,Bayak (40-44mm),Atok Prestijli
Big Bang Steel Blue Diamonds,Hublot,Big Bang,608400,Ultra-Luxury,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,,Mavi,Krokodil,Big Bang Steel Blue Diamonds,608.400₺,361.SX.7170.LR.1204,1980,842739.1,681200,419912.2,92,-0.27806842,0.8622754,0.4675347,FALSE,43,Snorkeling (100m),Laks,38,Orta (36-40mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,110300,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,Riviera,110.300₺,10620,1830,126401.04,120200,54582.965,96,-0.12738061,0.31137726,-0.4338426,FALSE,45,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Conquest,Longines,Performance,200000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,59 Saat,Siyah,Paslanmaz Atelik,Conquest,200.000₺,L3.835.4.52.6,1832,134676.78,131000,52081.965,267,0.485037,0.53532934,-0.27151868,FALSE,57,Snorkeling (100m),Premium,42,Bayak (40-44mm),Orta Prestij
Conquest Heritage,Longines,Watchmaking Tradition,147000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Deri,Conquest Heritage,147.000₺,L1.650.4.52.2,1832,134676.78,131000,52081.965,267,0.0915022,0.4242515,-0.36742914,FALSE,54,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Conquest Heritage,Longines,Watchmaking Tradition,147000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Deri,Conquest Heritage,147.000₺,L1.649.4.52.2,1832,134676.78,131000,52081.965,267,0.0915022,0.4242515,-0.36742914,FALSE,54,Yazme (50m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Flagship Heritage,Longines,Elegance,164000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Krokodil,Flagship Heritage,164.000₺,L4.815.4.72.2,1832,134676.78,131000,52081.965,267,0.21773034,0.47664672,-0.3366654,FALSE,69,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
HydroConquest,Longines,Diving,106000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,,Yeayil,Paslanmaz Atelik,HydroConquest,106.000₺,L3.781.3.08.7,1832,134676.78,131000,52081.965,267,-0.2129304,0.28982037,-0.44162402,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
HydroConquest,Longines,Diving,106000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,HydroConquest,106.000₺,L3.370.3.89.6,1832,134676.78,131000,52081.965,267,-0.2129304,0.28982037,-0.44162402,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,32,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,81000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,HydroConquest,81.000₺,L3.370.4.96.6,1832,134676.78,131000,52081.965,267,-0.39856002,0.22904192,-0.48686478,FALSE,49,Professyonel Dalaay (300m+),Ekonomik,32,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,95000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Paslanmaz Atelik,HydroConquest,95.000₺,L3.781.4.05.6,1832,134676.78,131000,52081.965,267,-0.29460743,0.26077846,-0.46152994,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
